Year,County Code,County Name,Cause Code,Selected Cause of Death,Deaths,Crude Rate,Adjusted Rate
2004,40,Ontario,6,Pneumonia,22,21.3,17.6
2004,40,Ontario,7,Chronic Lower Respiratory Diseases (CLRD),69,66.7,57.8
2004,40,Ontario,8,Accidents (Total),28,27.1,24.7
2004,40,Ontario,9,All Other Causes,262,253.1,217.1
2004,41,Orange,0,Total,2499,674.8,766.6
2004,41,Orange,1,Acquired Immune Deficiency Syndrome (AIDS),11,3.0,2.9
2004,41,Orange,2,Malignant Neoplasms,636,171.7,196.4
2004,41,Orange,3,Diabetes Mellitus,63,17.0,19.5
2004,41,Orange,4,Diseases of the Heart,706,190.6,217.8
2004,41,Orange,5,Cerebrovascular Disease,127,34.3,39.9
2004,41,Orange,6,Pneumonia,77,20.8,23.8
2004,41,Orange,7,Chronic Lower Respiratory Diseases (CLRD),175,47.3,55.7
2004,41,Orange,8,Accidents (Total),91,24.6,25.5
2004,41,Orange,9,All Other Causes,613,165.5,185.0
2004,42,Orleans,0,Total,363,822.4,755.7
2004,42,Orleans,1,Acquired Immune Deficiency Syndrome (AIDS),1,2.3,2.6
2004,42,Orleans,2,Malignant Neoplasms,71,160.9,151.3
2004,42,Orleans,3,Diabetes Mellitus,10,22.7,20.0
2004,42,Orleans,4,Diseases of the Heart,111,251.5,230.0
2004,42,Orleans,5,Cerebrovascular Disease,26,58.9,54.3
2004,42,Orleans,6,Pneumonia,7,15.9,14.3
2004,42,Orleans,7,Chronic Lower Respiratory Diseases (CLRD),21,47.6,43.3
2004,42,Orleans,8,Accidents (Total),11,24.9,25.0
2004,42,Orleans,9,All Other Causes,105,237.9,215.0
2004,43,Oswego,0,Total,1041,841.0,861.3
2004,43,Oswego,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2004,43,Oswego,2,Malignant Neoplasms,230,185.8,187.3
2004,43,Oswego,3,Diabetes Mellitus,22,17.8,17.9
2004,43,Oswego,4,Diseases of the Heart,292,235.9,241.8
2004,43,Oswego,5,Cerebrovascular Disease,63,50.9,52.1
2004,43,Oswego,6,Pneumonia,19,15.4,16.0
2004,43,Oswego,7,Chronic Lower Respiratory Diseases (CLRD),66,53.3,54.7
2004,43,Oswego,8,Accidents (Total),39,31.5,32.6
2004,43,Oswego,9,All Other Causes,310,250.5,258.8
2004,44,Otsego,0,Total,592,946.9,765.2
2004,44,Otsego,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.6,2.1
2004,44,Otsego,2,Malignant Neoplasms,161,257.5,216.2
2004,44,Otsego,3,Diabetes Mellitus,13,20.8,16.8
2004,44,Otsego,4,Diseases of the Heart,155,247.9,194.4
2004,44,Otsego,5,Cerebrovascular Disease,48,76.8,59.1
2004,44,Otsego,6,Pneumonia,14,22.4,17.2
2004,44,Otsego,7,Chronic Lower Respiratory Diseases (CLRD),38,60.8,49.0
2004,44,Otsego,8,Accidents (Total),23,36.8,31.8
2004,44,Otsego,9,All Other Causes,139,222.3,178.5
2004,45,Putnam,0,Total,623,619.5,713.5
2004,45,Putnam,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.0,0.7
2004,45,Putnam,2,Malignant Neoplasms,161,160.1,175.5
2004,45,Putnam,3,Diabetes Mellitus,15,14.9,18.2
2004,45,Putnam,4,Diseases of the Heart,208,206.8,249.3
2004,45,Putnam,5,Cerebrovascular Disease,30,29.8,33.0
2004,45,Putnam,6,Pneumonia,18,17.9,23.3
2004,45,Putnam,7,Chronic Lower Respiratory Diseases (CLRD),24,23.9,29.2
2004,45,Putnam,8,Accidents (Total),21,20.9,21.8
2004,45,Putnam,9,All Other Causes,145,144.2,162.5
2004,46,Rensselaer,1,Acquired Immune Deficiency Syndrome (AIDS),5,3.2,3.1
2004,46,Rensselaer,2,Malignant Neoplasms,371,240.8,219.2
2004,46,Rensselaer,3,Diabetes Mellitus,33,21.4,19.6
2004,46,Rensselaer,4,Diseases of the Heart,439,284.9,255.3
2004,46,Rensselaer,5,Cerebrovascular Disease,72,46.7,42.2
2004,46,Rensselaer,6,Pneumonia,30,19.5,17.3
2004,46,Rensselaer,7,Chronic Lower Respiratory Diseases (CLRD),90,58.4,52.5
2004,46,Rensselaer,8,Accidents (Total),35,22.7,21.0
2004,46,Rensselaer,9,All Other Causes,391,253.8,233.8
2004,47,Rockland,0,Total,1925,655.6,668.8
2004,47,Rockland,1,Acquired Immune Deficiency Syndrome (AIDS),8,2.7,2.6
2004,47,Rockland,2,Malignant Neoplasms,468,159.4,154.6
2004,47,Rockland,3,Diabetes Mellitus,31,10.6,10.5
2004,47,Rockland,4,Diseases of the Heart,660,224.8,235.0
2004,47,Rockland,5,Cerebrovascular Disease,93,31.7,32.8
2004,47,Rockland,6,Pneumonia,107,36.4,38.7
2004,47,Rockland,7,Chronic Lower Respiratory Diseases (CLRD),101,34.4,35.6
2004,47,Rockland,8,Accidents (Total),48,16.3,17.1
2004,47,Rockland,9,All Other Causes,409,139.3,141.8
2004,48,St Lawrence,0,Total,1038,932.6,870.8
2004,48,St Lawrence,1,Acquired Immune Deficiency Syndrome (AIDS),1,0.9,1.1
2004,48,St Lawrence,2,Malignant Neoplasms,266,239.0,221.4
2004,48,St Lawrence,3,Diabetes Mellitus,26,23.4,21.5
2004,48,St Lawrence,4,Diseases of the Heart,272,244.4,226.2
2004,48,St Lawrence,5,Cerebrovascular Disease,55,49.4,45.3
2004,48,St Lawrence,6,Pneumonia,38,34.1,32.1
2004,48,St Lawrence,7,Chronic Lower Respiratory Diseases (CLRD),90,80.9,74.5
2004,48,St Lawrence,8,Accidents (Total),34,30.5,30.2
2004,48,St Lawrence,9,All Other Causes,256,230.0,218.4
2004,49,Saratoga,0,Total,1504,707.1,686.8
2004,49,Saratoga,1,Acquired Immune Deficiency Syndrome (AIDS),3,1.4,1.3
2004,49,Saratoga,2,Malignant Neoplasms,417,196.0,188.7
2004,49,Saratoga,3,Diabetes Mellitus,26,12.2,11.4
2004,49,Saratoga,4,Diseases of the Heart,411,193.2,187.7
2004,49,Saratoga,5,Cerebrovascular Disease,99,46.5,46.4
2004,49,Saratoga,6,Pneumonia,50,23.5,22.9
2004,49,Saratoga,7,Chronic Lower Respiratory Diseases (CLRD),99,46.5,45.0
2004,49,Saratoga,8,Accidents (Total),50,23.5,22.9
2004,49,Saratoga,9,All Other Causes,349,164.1,160.4
2004,5,New York,0,Total,10688,683.9,637.2
2004,5,New York,1,Acquired Immune Deficiency Syndrome (AIDS),333,21.3,19.8
2004,5,New York,2,Malignant Neoplasms,2600,166.4,158.1
2004,5,New York,3,Diabetes Mellitus,282,18.0,17.0
2004,5,New York,4,Diseases of the Heart,3534,226.1,206.2
2004,5,New York,5,Cerebrovascular Disease,428,27.4,25.6
2004,5,New York,6,Pneumonia,720,46.1,41.7
2004,5,New York,7,Chronic Lower Respiratory Diseases (CLRD),358,22.9,21.5
2004,5,New York,8,Accidents (Total),184,11.8,10.9
2004,5,New York,9,All Other Causes,2249,143.9,136.4
2004,50,Schenectady,0,Total,1547,1045.0,767.9
2004,50,Schenectady,1,Acquired Immune Deficiency Syndrome (AIDS),1,0.7,0.6
2004,50,Schenectady,2,Malignant Neoplasms,339,229.0,175.9
2004,50,Schenectady,3,Diabetes Mellitus,41,27.7,21.5
2004,50,Schenectady,4,Diseases of the Heart,471,318.2,218.8
2004,50,Schenectady,5,Cerebrovascular Disease,74,50.0,34.4
2004,50,Schenectady,6,Pneumonia,50,33.8,22.9
2004,50,Schenectady,7,Chronic Lower Respiratory Diseases (CLRD),84,56.7,41.0
2004,50,Schenectady,8,Accidents (Total),42,28.4,24.8
2004,50,Schenectady,9,All Other Causes,445,300.6,228.0
2004,51,Schoharie,0,Total,298,930.9,748.2
2004,51,Schoharie,1,Acquired Immune Deficiency Syndrome (AIDS),1,3.1,3.1
2004,51,Schoharie,2,Malignant Neoplasms,81,253.0,206.2
2004,51,Schoharie,3,Diabetes Mellitus,16,50.0,39.8
2004,51,Schoharie,4,Diseases of the Heart,83,259.3,209.6
2004,51,Schoharie,5,Cerebrovascular Disease,14,43.7,33.8
2004,51,Schoharie,6,Pneumonia,2,6.2,5.4
2004,51,Schoharie,7,Chronic Lower Respiratory Diseases (CLRD),21,65.6,52.3
2004,51,Schoharie,8,Accidents (Total),10,31.2,25.5
2004,51,Schoharie,9,All Other Causes,70,218.7,172.5
2004,52,Schuyler,0,Total,165,845.9,680.3
2004,52,Schuyler,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2004,52,Schuyler,2,Malignant Neoplasms,39,199.9,154.7
2004,52,Schuyler,3,Diabetes Mellitus,6,30.8,24.5
2004,52,Schuyler,4,Diseases of the Heart,51,261.5,210.9
2004,52,Schuyler,5,Cerebrovascular Disease,9,46.1,37.1
2004,52,Schuyler,6,Pneumonia,6,30.8,24.5
2004,52,Schuyler,7,Chronic Lower Respiratory Diseases (CLRD),9,46.1,36.1
2004,52,Schuyler,8,Accidents (Total),0,0.0,0.0
2004,52,Schuyler,9,All Other Causes,45,230.7,192.5
2004,53,Seneca,0,Total,306,872.4,732.5
2004,53,Seneca,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2004,53,Seneca,2,Malignant Neoplasms,67,191.0,164.2
2004,53,Seneca,3,Diabetes Mellitus,6,17.1,13.6
2004,53,Seneca,4,Diseases of the Heart,93,265.1,217.4
2004,53,Seneca,5,Cerebrovascular Disease,20,57.0,47.1
2004,53,Seneca,6,Pneumonia,15,42.8,35.3
2004,53,Seneca,7,Chronic Lower Respiratory Diseases (CLRD),21,59.9,50.0
2004,53,Seneca,8,Accidents (Total),12,34.2,31.5
2004,53,Seneca,9,All Other Causes,72,205.3,173.4
2004,54,Steuben,0,Total,1027,1039.0,832.4
2005,24,Franklin,0,Total,434,850.4,767.4
2004,54,Steuben,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.0,0.9
2004,54,Steuben,2,Malignant Neoplasms,235,237.8,189.3
2004,54,Steuben,3,Diabetes Mellitus,34,34.4,27.4
2004,54,Steuben,4,Diseases of the Heart,304,307.6,240.1
2004,54,Steuben,5,Cerebrovascular Disease,47,47.6,36.9
2004,54,Steuben,6,Pneumonia,24,24.3,18.5
2004,54,Steuben,7,Chronic Lower Respiratory Diseases (CLRD),75,75.9,60.3
2004,54,Steuben,8,Accidents (Total),34,34.4,31.3
2004,54,Steuben,9,All Other Causes,273,276.3,227.7
2004,55,Suffolk,0,Total,11211,759.8,754.7
2004,55,Suffolk,1,Acquired Immune Deficiency Syndrome (AIDS),37,2.5,2.4
2004,55,Suffolk,2,Malignant Neoplasms,2868,194.4,189.1
2004,55,Suffolk,3,Diabetes Mellitus,257,17.4,17.0
2004,55,Suffolk,4,Diseases of the Heart,3773,255.7,256.6
2004,55,Suffolk,5,Cerebrovascular Disease,487,33.0,33.3
2004,55,Suffolk,6,Pneumonia,239,16.2,16.4
2004,55,Suffolk,7,Chronic Lower Respiratory Diseases (CLRD),486,32.9,33.4
2004,55,Suffolk,8,Accidents (Total),364,24.7,24.7
2004,55,Suffolk,9,All Other Causes,2700,183.0,182.0
2004,56,Sullivan,0,Total,714,938.1,810.3
2004,56,Sullivan,1,Acquired Immune Deficiency Syndrome (AIDS),6,7.9,7.6
2004,56,Sullivan,2,Malignant Neoplasms,189,248.3,208.4
2004,56,Sullivan,3,Diabetes Mellitus,18,23.6,19.2
2004,56,Sullivan,4,Diseases of the Heart,228,299.6,259.5
2004,56,Sullivan,5,Cerebrovascular Disease,22,28.9,24.7
2004,56,Sullivan,6,Pneumonia,11,14.5,12.9
2004,56,Sullivan,7,Chronic Lower Respiratory Diseases (CLRD),41,53.9,46.4
2004,56,Sullivan,8,Accidents (Total),29,38.1,36.4
2004,56,Sullivan,9,All Other Causes,170,223.4,195.1
2004,57,Tioga,0,Total,403,782.0,703.2
2004,57,Tioga,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2004,57,Tioga,2,Malignant Neoplasms,99,192.1,165.6
2004,57,Tioga,3,Diabetes Mellitus,12,23.3,20.9
2004,57,Tioga,4,Diseases of the Heart,110,213.4,191.4
2004,57,Tioga,5,Cerebrovascular Disease,19,36.9,33.6
2004,57,Tioga,6,Pneumonia,10,19.4,18.0
2004,57,Tioga,7,Chronic Lower Respiratory Diseases (CLRD),31,60.2,54.2
2004,57,Tioga,8,Accidents (Total),14,27.2,24.7
2004,57,Tioga,9,All Other Causes,108,209.6,194.8
2004,58,Tompkins,0,Total,574,573.2,668.4
2004,58,Tompkins,1,Acquired Immune Deficiency Syndrome (AIDS),2,2.0,1.6
2004,58,Tompkins,2,Malignant Neoplasms,138,137.8,169.3
2004,58,Tompkins,3,Diabetes Mellitus,11,11.0,13.6
2004,58,Tompkins,4,Diseases of the Heart,149,148.8,171.2
2004,58,Tompkins,5,Cerebrovascular Disease,36,36.0,40.2
2004,58,Tompkins,6,Pneumonia,22,22.0,25.4
2004,58,Tompkins,7,Chronic Lower Respiratory Diseases (CLRD),30,30.0,37.6
2004,58,Tompkins,8,Accidents (Total),20,20.0,21.4
2004,58,Tompkins,9,All Other Causes,166,165.8,188.2
2004,59,Ulster,0,Total,1530,841.7,741.2
2004,59,Ulster,1,Acquired Immune Deficiency Syndrome (AIDS),9,5.0,4.6
2004,59,Ulster,2,Malignant Neoplasms,386,212.3,186.9
2004,59,Ulster,3,Diabetes Mellitus,36,19.8,17.3
2004,59,Ulster,4,Diseases of the Heart,457,251.4,217.9
2004,59,Ulster,5,Cerebrovascular Disease,64,35.2,30.5
2004,59,Ulster,6,Pneumonia,39,21.5,18.7
2004,59,Ulster,7,Chronic Lower Respiratory Diseases (CLRD),102,56.1,49.5
2004,59,Ulster,8,Accidents (Total),43,23.7,21.6
2004,59,Ulster,9,All Other Causes,394,216.7,194.2
2004,6,Queens,0,Total,14945,668.0,605.9
2004,6,Queens,1,Acquired Immune Deficiency Syndrome (AIDS),135,6.0,5.7
2004,6,Queens,2,Malignant Neoplasms,3472,155.2,144.3
2004,6,Queens,3,Diabetes Mellitus,378,16.9,15.5
2004,6,Queens,4,Diseases of the Heart,6737,301.1,266.5
2004,6,Queens,5,Cerebrovascular Disease,466,20.8,18.9
2004,6,Queens,6,Pneumonia,613,27.4,24.0
2004,6,Queens,7,Chronic Lower Respiratory Diseases (CLRD),423,18.9,17.1
2004,6,Queens,8,Accidents (Total),309,13.8,13.0
2004,6,Queens,9,All Other Causes,2412,107.8,100.8
2004,60,Warren,0,Total,570,874.9,687.1
2004,60,Warren,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.5,1.7
2004,60,Warren,2,Malignant Neoplasms,145,222.6,174.3
2004,60,Warren,3,Diabetes Mellitus,13,20.0,15.5
2004,60,Warren,4,Diseases of the Heart,150,230.2,179.7
2004,60,Warren,5,Cerebrovascular Disease,28,43.0,32.6
2004,60,Warren,6,Pneumonia,14,21.5,16.2
2004,60,Warren,7,Chronic Lower Respiratory Diseases (CLRD),33,50.7,39.3
2004,60,Warren,8,Accidents (Total),16,24.6,20.8
2004,60,Warren,9,All Other Causes,170,260.9,206.9
2004,61,Washington,0,Total,575,915.5,790.2
2004,61,Washington,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.6,1.4
2004,61,Washington,2,Malignant Neoplasms,127,202.2,173.1
2004,61,Washington,3,Diabetes Mellitus,14,22.3,18.9
2004,61,Washington,4,Diseases of the Heart,148,235.6,201.3
2004,61,Washington,5,Cerebrovascular Disease,40,63.7,54.4
2004,61,Washington,6,Pneumonia,9,14.3,11.8
2004,61,Washington,7,Chronic Lower Respiratory Diseases (CLRD),49,78.0,66.5
2004,61,Washington,8,Accidents (Total),17,27.1,25.2
2004,61,Washington,9,All Other Causes,170,270.7,237.5
2004,62,Wayne,0,Total,820,873.6,807.5
2004,62,Wayne,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.1,1.1
2004,62,Wayne,2,Malignant Neoplasms,193,205.6,188.3
2004,62,Wayne,3,Diabetes Mellitus,36,38.4,35.8
2004,62,Wayne,4,Diseases of the Heart,202,215.2,195.1
2004,62,Wayne,5,Cerebrovascular Disease,51,54.3,51.1
2004,62,Wayne,6,Pneumonia,17,18.1,16.1
2004,62,Wayne,7,Chronic Lower Respiratory Diseases (CLRD),59,62.9,60.0
2004,62,Wayne,8,Accidents (Total),29,30.9,30.7
2004,62,Wayne,9,All Other Causes,232,247.2,229.3
2004,63,Westchester,0,Total,7198,763.8,646.1
2004,63,Westchester,1,Acquired Immune Deficiency Syndrome (AIDS),36,3.8,3.6
2004,63,Westchester,2,Malignant Neoplasms,1815,192.6,166.7
2004,63,Westchester,3,Diabetes Mellitus,140,14.9,12.9
2004,63,Westchester,4,Diseases of the Heart,2369,251.4,206.2
2004,63,Westchester,5,Cerebrovascular Disease,377,40.0,32.8
2004,63,Westchester,6,Pneumonia,227,24.1,19.7
2004,63,Westchester,7,Chronic Lower Respiratory Diseases (CLRD),286,30.3,25.4
2004,63,Westchester,8,Accidents (Total),184,19.5,18.1
2004,63,Westchester,9,All Other Causes,1764,187.2,160.6
2004,64,Wyoming,0,Total,365,849.1,792.0
2004,64,Wyoming,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2004,64,Wyoming,2,Malignant Neoplasms,79,183.8,171.4
2004,64,Wyoming,3,Diabetes Mellitus,14,32.6,32.9
2004,64,Wyoming,4,Diseases of the Heart,101,235.0,218.3
2004,64,Wyoming,5,Cerebrovascular Disease,18,41.9,38.2
2004,64,Wyoming,6,Pneumonia,13,30.2,27.6
2004,64,Wyoming,7,Chronic Lower Respiratory Diseases (CLRD),21,48.9,48.1
2004,64,Wyoming,8,Accidents (Total),17,39.5,35.1
2004,64,Wyoming,9,All Other Causes,102,237.3,220.3
2004,65,Yates,0,Total,208,843.2,693.1
2004,65,Yates,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2004,65,Yates,2,Malignant Neoplasms,51,206.7,167.6
2004,65,Yates,3,Diabetes Mellitus,5,20.3,15.5
2004,65,Yates,4,Diseases of the Heart,56,227.0,185.3
2004,65,Yates,5,Cerebrovascular Disease,12,48.6,39.3
2004,65,Yates,6,Pneumonia,8,32.4,26.7
2004,65,Yates,7,Chronic Lower Respiratory Diseases (CLRD),17,68.9,53.5
2004,65,Yates,8,Accidents (Total),7,28.4,34.0
2004,65,Yates,9,All Other Causes,52,210.8,171.2
2004,7,Richmond,0,Total,3520,759.7,766.2
2004,7,Richmond,1,Acquired Immune Deficiency Syndrome (AIDS),35,7.6,7.3
2004,7,Richmond,2,Malignant Neoplasms,864,186.5,185.6
2004,7,Richmond,3,Diabetes Mellitus,104,22.4,22.4
2004,7,Richmond,4,Diseases of the Heart,1506,325.0,329.6
2004,7,Richmond,5,Cerebrovascular Disease,85,18.3,18.4
2004,7,Richmond,6,Pneumonia,279,60.2,61.6
2004,7,Richmond,7,Chronic Lower Respiratory Diseases (CLRD),151,32.6,33.0
2005,45,Putnam,0,Total,604,601.0,683.9
2004,7,Richmond,8,Accidents (Total),66,14.2,14.5
2004,7,Richmond,9,All Other Causes,430,92.8,93.8
2004,8,Rest of State,0,Total,95390,857.6,741.2
2004,8,Rest of State,1,Acquired Immune Deficiency Syndrome (AIDS),308,2.8,2.7
2004,8,Rest of State,2,Malignant Neoplasms,23208,208.6,183.0
2004,8,Rest of State,3,Diabetes Mellitus,2201,19.8,17.2
2004,8,Rest of State,4,Diseases of the Heart,29701,267.0,225.2
2004,8,Rest of State,5,Cerebrovascular Disease,5033,45.2,38.2
2004,8,Rest of State,6,Pneumonia,2669,24.0,20.0
2004,8,Rest of State,7,Chronic Lower Respiratory Diseases (CLRD),5043,45.3,39.1
2004,8,Rest of State,8,Accidents (Total),2849,25.6,23.8
2004,8,Rest of State,9,All Other Causes,24378,219.2,192.0
2004,9,Albany,0,Total,2800,938.2,780.1
2004,9,Albany,1,Acquired Immune Deficiency Syndrome (AIDS),15,5.0,5.0
2004,9,Albany,2,Malignant Neoplasms,632,211.8,185.0
2004,9,Albany,3,Diabetes Mellitus,57,19.1,15.9
2004,9,Albany,4,Diseases of the Heart,940,315.0,252.1
2004,9,Albany,5,Cerebrovascular Disease,155,51.9,41.8
2004,9,Albany,6,Pneumonia,65,21.8,17.0
2004,9,Albany,7,Chronic Lower Respiratory Diseases (CLRD),138,46.2,38.6
2004,9,Albany,8,Accidents (Total),63,21.1,18.3
2004,9,Albany,9,All Other Causes,735,246.3,206.4
2005,1,New York State,0,Total,150987,784.2,699.8
2005,1,New York State,1,Acquired Immune Deficiency Syndrome (AIDS),1646,8.5,8.2
2005,1,New York State,2,Malignant Neoplasms,35303,183.3,166.9
2005,1,New York State,3,Diabetes Mellitus,4058,21.1,19.0
2005,1,New York State,4,Diseases of the Heart,52002,270.1,235.3
2005,1,New York State,5,Cerebrovascular Disease,6566,34.1,29.8
2005,1,New York State,6,Pneumonia,5549,28.8,24.8
2005,1,New York State,7,Chronic Lower Respiratory Diseases (CLRD),6805,35.3,31.7
2005,1,New York State,8,Accidents (Total),4345,22.6,21.3
2005,1,New York State,9,All Other Causes,34713,180.3,162.8
2005,10,Allegany,0,Total,481,950.6,811.5
2005,10,Allegany,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2005,10,Allegany,2,Malignant Neoplasms,112,221.3,195.5
2005,10,Allegany,3,Diabetes Mellitus,17,33.6,30.4
2005,10,Allegany,4,Diseases of the Heart,142,280.6,231.1
2005,10,Allegany,5,Cerebrovascular Disease,25,49.4,38.9
2005,10,Allegany,6,Pneumonia,13,25.7,21.7
2005,10,Allegany,7,Chronic Lower Respiratory Diseases (CLRD),41,81.0,68.0
2005,10,Allegany,8,Accidents (Total),15,29.6,24.3
2005,10,Allegany,9,All Other Causes,116,229.2,201.7
2005,11,Broome,0,Total,2007,1019.0,728.5
2005,11,Broome,1,Acquired Immune Deficiency Syndrome (AIDS),5,2.5,2.3
2005,11,Broome,2,Malignant Neoplasms,460,233.6,176.0
2005,11,Broome,3,Diabetes Mellitus,61,31.0,23.3
2005,11,Broome,4,Diseases of the Heart,611,310.2,212.4
2005,11,Broome,5,Cerebrovascular Disease,106,53.8,35.2
2005,11,Broome,6,Pneumonia,65,33.0,21.1
2005,11,Broome,7,Chronic Lower Respiratory Diseases (CLRD),132,67.0,46.7
2005,11,Broome,8,Accidents (Total),44,22.3,18.9
2005,11,Broome,9,All Other Causes,523,265.6,192.5
2005,12,Cattaraugus,0,Total,875,1061.0,869.4
2005,12,Cattaraugus,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2005,12,Cattaraugus,2,Malignant Neoplasms,181,219.4,183.7
2005,12,Cattaraugus,3,Diabetes Mellitus,19,23.0,18.9
2005,12,Cattaraugus,4,Diseases of the Heart,291,352.7,278.3
2005,12,Cattaraugus,5,Cerebrovascular Disease,41,49.7,40.7
2005,12,Cattaraugus,6,Pneumonia,25,30.3,23.6
2005,12,Cattaraugus,7,Chronic Lower Respiratory Diseases (CLRD),79,95.8,78.6
2005,12,Cattaraugus,8,Accidents (Total),28,33.9,32.9
2005,12,Cattaraugus,9,All Other Causes,211,255.8,212.7
2005,13,Cayuga,0,Total,780,957.6,759.6
2005,13,Cayuga,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.2,1.2
2005,13,Cayuga,2,Malignant Neoplasms,190,233.3,192.4
2005,13,Cayuga,3,Diabetes Mellitus,21,25.8,21.1
2005,13,Cayuga,4,Diseases of the Heart,225,276.2,207.0
2005,13,Cayuga,5,Cerebrovascular Disease,46,56.5,43.3
2005,13,Cayuga,6,Pneumonia,35,43.0,30.5
2005,13,Cayuga,7,Chronic Lower Respiratory Diseases (CLRD),46,56.5,45.6
2005,13,Cayuga,8,Accidents (Total),23,28.2,24.1
2005,13,Cayuga,9,All Other Causes,193,236.9,194.2
2005,14,Chautauqua,0,Total,1433,1051.0,772.5
2005,14,Chautauqua,1,Acquired Immune Deficiency Syndrome (AIDS),2,1.5,1.8
2005,14,Chautauqua,2,Malignant Neoplasms,326,239.0,183.5
2005,14,Chautauqua,3,Diabetes Mellitus,44,32.3,23.6
2005,14,Chautauqua,4,Diseases of the Heart,421,308.6,219.4
2005,14,Chautauqua,5,Cerebrovascular Disease,75,55.0,37.7
2005,14,Chautauqua,6,Pneumonia,34,24.9,17.0
2005,14,Chautauqua,7,Chronic Lower Respiratory Diseases (CLRD),101,74.0,54.1
2005,14,Chautauqua,8,Accidents (Total),42,30.8,25.8
2005,14,Chautauqua,9,All Other Causes,388,284.4,209.6
2005,15,Chemung,0,Total,997,1114.0,844.8
2005,15,Chemung,1,Acquired Immune Deficiency Syndrome (AIDS),2,2.2,2.0
2005,15,Chemung,2,Malignant Neoplasms,224,250.2,196.0
2005,15,Chemung,3,Diabetes Mellitus,27,30.2,22.6
2005,15,Chemung,4,Diseases of the Heart,271,302.8,219.6
2005,15,Chemung,5,Cerebrovascular Disease,42,46.9,32.8
2005,15,Chemung,6,Pneumonia,28,31.3,21.9
2005,15,Chemung,7,Chronic Lower Respiratory Diseases (CLRD),83,92.7,70.8
2005,15,Chemung,8,Accidents (Total),31,34.6,30.2
2005,15,Chemung,9,All Other Causes,289,322.9,249.0
2005,16,Chenango,0,Total,483,933.2,740.0
2005,16,Chenango,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2005,16,Chenango,2,Malignant Neoplasms,121,233.8,185.6
2005,16,Chenango,3,Diabetes Mellitus,6,11.6,9.4
2005,16,Chenango,4,Diseases of the Heart,188,363.2,279.3
2005,16,Chenango,5,Cerebrovascular Disease,11,21.3,17.0
2005,16,Chenango,6,Pneumonia,24,46.4,34.9
2005,16,Chenango,7,Chronic Lower Respiratory Diseases (CLRD),25,48.3,37.6
2005,16,Chenango,8,Accidents (Total),18,34.8,31.9
2005,16,Chenango,9,All Other Causes,90,173.9,144.3
2005,17,Clinton,0,Total,630,767.9,751.0
2005,17,Clinton,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2005,17,Clinton,2,Malignant Neoplasms,151,184.0,177.4
2005,17,Clinton,3,Diabetes Mellitus,14,17.1,16.5
2005,17,Clinton,4,Diseases of the Heart,142,173.1,167.2
2005,17,Clinton,5,Cerebrovascular Disease,31,37.8,37.4
2005,17,Clinton,6,Pneumonia,10,12.2,12.5
2005,17,Clinton,7,Chronic Lower Respiratory Diseases (CLRD),50,60.9,60.1
2005,17,Clinton,8,Accidents (Total),31,37.8,37.0
2005,17,Clinton,9,All Other Causes,201,245.0,243.0
2005,18,Columbia,0,Total,617,969.8,730.4
2005,18,Columbia,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2005,18,Columbia,2,Malignant Neoplasms,151,237.3,175.8
2005,18,Columbia,3,Diabetes Mellitus,9,14.1,9.9
2005,18,Columbia,4,Diseases of the Heart,214,336.4,242.3
2005,18,Columbia,5,Cerebrovascular Disease,20,31.4,23.1
2005,18,Columbia,6,Pneumonia,8,12.6,9.0
2005,18,Columbia,7,Chronic Lower Respiratory Diseases (CLRD),43,67.6,48.9
2005,18,Columbia,8,Accidents (Total),22,34.6,33.1
2005,18,Columbia,9,All Other Causes,150,235.8,188.1
2005,19,Cortland,0,Total,441,907.0,854.8
2005,19,Cortland,1,Acquired Immune Deficiency Syndrome (AIDS),1,2.1,2.4
2005,19,Cortland,2,Malignant Neoplasms,87,178.9,170.3
2005,19,Cortland,3,Diabetes Mellitus,12,24.7,22.3
2005,19,Cortland,4,Diseases of the Heart,116,238.6,222.1
2005,19,Cortland,5,Cerebrovascular Disease,38,78.2,70.5
2005,19,Cortland,6,Pneumonia,19,39.1,36.2
2005,19,Cortland,7,Chronic Lower Respiratory Diseases (CLRD),28,57.6,55.8
